Argentina,ARG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,1200.288663,1307.003432,1301.062544,1973.969652,2649.723578,1893.846498,1785.244154,1943.526376,1944.741057,2222.637355,2403.279925,2390.902507,2471.022702,3021.023764,2263.299265,2488.719698,3174.770525,3107.434959,3489.448244,1927.893946,3696.212873,5041.371058,6077.905561,6198.749863,6584.951346,6396.374264,6696.473891,7074.404253,7112.761604,6548.740038,6430.933316,6002.289047,1995.258866,2702.54351,3206.862879,3812.038219,4894.931747,6111.114656,7573.708201,6837.529858,8670.414346,10725.16254,10884.704,10909.0982,10265.67066,11761.78123,10865.78989,12578.14614,9879.58461,8244.068678,7211.541026,8993.54741,
Armenia,ARM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,388.8494301,424.1298272,450.8811171,514.3862797,503.4139939,524.8025837,589.4749067,664.1224506,800.1084184,1045.087289,1450.458902,1934.082726,2836.284237,3669.316749,2672.259132,2850.685032,3100.323748,3291.408226,3551.640905,3675.976964,3288.584087,3245.381556,3630.541159,3859.456563,4222.088278,3818.010299,4023.251429,
American Samoa,ASM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,2692.518584,2843.539996,3265.218037,3961.972558,5350.45667,5800.844572,6205.38118,6336.90328,6735.988549,7428.288832,8172.988546,9728.451801,10258.18128,9380.934154,10074.81506,9142.596003,9054.964452,9257.534951,11456.17924,14164.7447,14199.38386,14632.70862,14470.31004,13945.39832,14441.53945,16118.04654,17458.73875,18756.0527,17083.68285,16493.57603,17264.57483,15632.68728,16161.31835,18933.24808,24524.49803,26918.77948,28348.20664,31382.23936,38072.67519,33482.7319,40434.7357,48363.13547,53605.73872,53871.55493,48732.92493,44512.59603,39077.68932,42069.08515,44204.1255,42130.89464,40036.44582,45710.89045,
Austria,AUT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,1761.38358,2033.970761,2497.417791,3332.098712,3957.524192,4500.816852,4855.456556,5800.345869,6956.923372,8311.172615,9175.135294,7864.491315,7896.856165,8040.735666,7571.967499,7740.789041,11018.27676,13792.32398,14880.06437,14792.55803,18400.43006,18906.06152,20999.64742,20251.09894,21546.58456,25386.48873,25025.55342,22282.14526,22789.99869,22355.1945,20391.62387,20142.90999,21920.52198,26718.41844,30611.2492,31858.61604,33992.18043,39159.00578,43635.10993,39649.39482,39022.25616,42625.23735,39980.63084,41694.07141,42465.76661,35811.68578,37196.16775,38441.73272,41651.80739,40712.57534,39515.55741,43281.73348,
Azerbaijan,AZE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.7517644,427.7966536,382.1721725,456.2725017,572.6336182,673.1908687,761.0827362,947.1403907,1378.448165,2062.968932,3092.188039,3275.461603,4040.20531,4784.739454,5294.537688,5674.20814,6051.697062,4460.30161,3029.305999,3226.152448,3414.822967,3656.141682,3530.660537,3965.424396,
Burundi,BDI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,169.5302817,173.6863375,168.2542952,183.9833486,161.602397,185.7646591,183.8003901,164.8423702,153.1311924,154.2152583,149.2497884,153.8194926,135.931481,121.1627497,114.0921887,103.8837654,82.30504001,101.043056,87.82512252,92.04411071,101.2154689,90.2505741,75.84591816,50.80318957,68.9453764,87.8218222,104.4613176,89.58957316,102.1636768,111.8633847,137.8019362,143.9335456,163.6322631,168.7638751,180.931616,208.0803919,165.4473205,165.8511216,168.2811557,157.4754851,154.9039514,155.9142798,
Belgium,BEL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,2408.954213,2689.699253,3347.155611,4303.570426,5019.883325,5871.784156,6389.577484,7358.972852,8975.478712,10239.07882,10883.39472,8911.375435,7799.440502,7382.650522,7119.162823,7401.877397,10345.01426,12939.76773,14090.04185,14168.78998,17687.37227,18087.65477,20048.89093,19260.13287,21122.53918,24603.41062,23714.32395,21429.06745,21830.11966,21654.62471,19849.08633,19540.07128,21180.86237,25875.24573,29772.01408,30809.48264,32327.93156,36972.48912,40409.15791,36866.04911,36326.63933,38266.98374,36945.841,38766.03804,39529.63106,33799.73983,34528.49059,36341.19107,39046.70141,38340.122,36801.28174,41743.01428,
Benin,BEN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,96.59552331,116.8064939,138.0920427,149.233847,174.3346097,175.5015856,175.0821226,215.1977472,277.0286015,317.958437,286.3024896,258.2635799,218.04905,199.6361083,200.5562803,246.5581525,280.8761492,283.0213493,245.5400936,312.6392925,308.0241681,238.5804591,320.4162697,198.8023006,261.8988362,276.6026115,262.721436,279.8799567,434.2574222,407.3200921,422.0440055,478.6338574,597.6837677,674.3484372,698.7448127,725.5337291,820.491442,955.8068697,915.4088119,866.930514,954.0628106,974.4254972,1079.287264,1117.782131,933.9750394,941.6727486,973.6613921,1060.951641,1038.185379,1093.885801,1210.886887,
Burkina Faso,BFA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,263.0198406,234.6896613,224.7759371,198.028727,175.1619873,180.7068749,230.4655881,259.4419618,278.5403677,271.0936109,313.1336798,308.730813,322.153773,298.9885045,170.6991002,210.6565475,225.0401366,206.3017073,228.812931,269.1878945,233.754575,243.0137554,265.2923958,336.3490836,373.4293286,406.4902141,419.9502893,474.6291236,566.8196938,538.936117,538.3932838,602.8918518,631.1646561,658.7496037,656.0827927,544.8716656,576.22852,615.0970087,678.9177716,653.2212125,682.5431244,666.8583775,
Bangladesh,BGD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,104.8830898,158.9089792,239.2470018,121.189711,110.7676032,150.2779599,174.1348884,198.6543518,220.3052108,195.9591794,183.7016323,192.1805706,218.3696812,208.7141697,228.708512,244.169115,258.8345826,277.3646087,266.9952055,268.8361868,276.9630575,277.7452209,306.0197773,366.3071511,375.1968718,381.1798919,384.2000884,392.89766,388.5298386,390.1791648,422.0109221,450.7535715,473.640417,484.9092378,537.4415787,622.1783317,691.2005163,768.8680504,845.2144903,870.4145814,964.9440974,1082.660989,1205.931837,1590.937291,1716.254392,1868.098125,2178.802955,2290.392475,2541.711746,
Bulgaria,BGR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,1895.491495,1903.681002,1848.261436,1587.358926,1685.612494,1638.178142,1933.192095,2667.056028,2092.520867,2031.310748,1831.42678,955.5230043,1029.51105,1079.92136,1001.333421,2062.436164,1321.489314,1231.070194,1600.716056,1439.822798,1373.015133,1546.245025,1857.505326,2371.187279,2944.821166,3338.792654,3734.94184,4613.521831,5971.739988,5759.802811,5620.271104,6408.16262,6243.723979,6422.010445,6643.095885,5819.877624,6238.054937,6970.955514,7752.822898,8165.632881,8311.253957,10114.52352,
Bahrain,BHR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,1931.249346,3365.44845,5517.150054,5864.206736,5297.785299,3496.02056,3300.190536,3239.779493,4133.123291,3720.047808,4726.906595,6271.815397,5880.375743,6080.656611,6513.30094,6941.126712,6787.126345,6718.708161,6880.754913,6607.018815,8632.094191,8533.760594,8853.071569,9997.897678,11008.74472,12190.77427,13198.27168,14975.58028,15701.51971,13028.64417,13918.80327,13149.73823,17353.23838,17460.76488,17401.90748,17185.11564,17895.10227,18636.5741,18425.34104,18774.70746,17191.26981,,
"Bahamas, The",BHS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,5098.297041,5238.593103,5835.357657,6314.141663,7327.48217,8219.247726,8557.667544,9321.823505,9569.408565,10419.91729,10373.14883,10020.06248,10131.21665,9660.92886,9899.987808,12253.37344,13886.78965,18794.08618,19849.66897,22134.37508,22788.57894,23003.52043,24323.9894,24017.98657,24209.36286,25908.06541,26203.11194,27043.00906,26739.15834,24748.42502,24433.75748,24095.78282,25479.10136,24588.78797,25392.94158,26400.91533,26210.5837,27762.09791,27555.39912,28943.05051,21338.4906,24192.52781,
Bosnia and Herzegovina,BIH,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,261.8543619,397.1149744,630.5271493,797.1733089,1129.965689,1220.933615,1347.345157,1377.333454,1561.346099,1929.176216,2420.887099,2575.930304,2941.372861,3566.866423,4464.758161,4158.69598,3980.192311,4299.083135,3971.400341,4286.793639,4366.494798,3873.529856,4088.924276,4421.663464,4999.02151,5081.765216,5069.99918,5971.242532,
Belarus,BLR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,1418.268532,1366.905724,1255.836847,1161.489445,1228.203715,1174.451672,1284.186051,1021.484073,1077.723417,1057.56631,1261.966857,1558.584872,2024.722184,2676.137274,3274.491393,4001.68209,5353.01906,4480.508001,5017.310263,5460.295895,5735.83109,6490.271127,6842.255225,4824.419478,4055.47952,4690.779612,5139.384723,5563.113009,5200.944075,5812.021741,
Belize,BLZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,1256.522806,1209.935748,1056.096755,1092.88622,1188.111841,1138.02537,1249.625733,1486.565818,1660.39138,1868.192331,2759.061387,2935.627954,3326.412069,3521.896988,3554.339311,3684.535218,3727.139977,3690.841599,3731.682355,3772.584028,3737.162309,3720.643535,3835.348467,3846.156171,3917.623898,4018.376377,4117.987511,4151.841766,3966.366829,4049.799561,3887.56179,4021.237395,4175.999757,4459.987139,4621.495523,4912.612729,4869.348189,4772.055405,4660.242628,4787.39753,4181.931579,4823.481794,
Bermuda,BMU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,469.0429326,530.7929062,590.7513169,649.0117979,618.0821262,823.5890729,762.9273241,728.9867148,822.3770878,710.2336795,512.1223076,554.181067,569.0647704,567.8753013,580.949513,642.2887246,673.2793804,672.0642706,685.7395413,755.7650102,823.5189066,868.312667,923.5601131,863.9639889,835.7543241,807.2583244,767.4648698,754.939364,781.3538556,814.3920887,941.6272369,1070.510237,1377.477174,1448.659615,1576.396615,1837.470613,1962.129703,2189.597599,2371.150808,2515.201527,2598.987501,2742.074657,2882.401862,2914.49251,2626.220705,2625.319925,
Brazil,BRA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,392.5258979,447.4173392,520.7526662,682.4441208,880.8935937,997.0664122,1200.090286,1344.00682,1484.284529,1621.276495,1623.607141,1762.8276,1820.247733,1259.181719,1272.655857,1105.834136,1356.447814,1454.963875,1599.45927,2150.390682,2137.153859,1868.360455,1760.496932,1941.851365,2710.774933,4065.63507,4474.081868,4508.442886,4264.075539,2837.469325,3049.840016,2553.031275,2280.035939,2467.249664,2943.664135,3854.843282,4774.959625,5996.469022,7084.238256,6849.155789,8758.135585,10109.91803,9206.275018,9304.493238,9089.283144,6552.617213,6449.635997,7502.893702,6849.388187,6679.167884,5253.753204,5647.133915,
Barbados,BRB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,5328.494903,5845.343676,6231.952284,6967.605205,6890.507766,6940.539299,6758.095029,7074.535891,7343.971459,7409.270762,7860.96241,8331.115157,9415.739733,9765.189009,10076.46528,9986.699514,10077.28937,10311.72312,11030.80378,12095.23617,13015.40166,14667.27689,14767.14449,13934.25066,14280.94346,13909.89763,14181.4852,14355.37542,14373.32138,14354.40055,14620.67442,15074.27653,15332.93975,15936.72792,14427.5489,14810.01095,
Brunei Darussalam,BRN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,8187.000601,8828.052281,10328.6753,11069.69687,10536.44179,10370.15208,11706.00197,12023.72218,11941.89118,9834.46954,10418.71674,11952.89207,11709.59473,12199.43282,13066.52124,15181.59352,17312.76046,19666.29323,21657.46477,25813.66968,20726.98951,24672.50969,30854.4832,32986.94271,32969.19454,31088.49877,25264.39832,23378.56503,23966.15712,23763.63268,24219.10326,22442.28467,23060.06813,
Bhutan,BTN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,191.2316508,199.753084,173.795621,191.5334735,225.4248117,231.3755189,258.464244,347.9067505,397.8284122,401.8006631,423.0830083,330.1222033,327.8632004,333.8422613,404.008883,412.4636129,431.0686281,521.7537234,486.7658707,496.3197984,641.0335535,684.1992595,745.2522071,831.0245549,919.5042331,1063.28829,1153.454384,1483.553943,1521.645804,1495.296705,1790.680975,2029.255122,1991.913292,1979.159695,2125.808602,2186.759004,2289.54638,2603.99656,2610.622622,2903.818599,2716.070544,2937.617504,
Botswana,BWA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,187.6338163,224.4629412,312.7792898,362.2670179,394.6989665,384.5980888,451.9170461,585.7021666,774.7952647,909.1723307,975.1689029,870.4464861,917.1059509,886.741536,776.6720186,943.9068873,1225.047712,1624.330691,1830.033728,2381.512243,2483.712782,2569.602892,2632.052882,2269.028983,2562.024387,2457.611008,2592.811317,2596.09451,2693.422357,2727.690405,2693.915347,2273.508204,2866.892886,3261.022011,3822.440855,3742.416082,3989.377658,3937.96347,3789.676889,4531.812743,5653.868664,5226.034998,5124.279173,5360.085058,4548.211466,4524.218052,4768.263967,4821.070676,4923.831543,4563.263688,5061.469177,
Central African Republic,CAF,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,278.785624,249.126416,262.5967463,225.8750437,219.1531702,299.9204782,381.5714436,394.003971,410.498893,394.9219214,449.7249133,417.8324559,414.1718012,361.3317764,236.2618065,303.9014972,261.8784663,240.6544492,242.9539469,247.4566937,219.9597698,220.8840036,230.893656,259.8515183,282.2569479,292.4542157,314.1924732,359.4556904,408.3921169,416.0229671,419.9419926,460.7545922,468.9683845,295.7104681,325.4173643,293.4026269,311.4263908,361.3537852,382.5067,373.0588144,369.2834445,391.0396154,
Canada,CAN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,3414.622294,3758.307738,4257.451046,4839.689668,5712.946183,6148.625044,7231.924597,7288.631412,7439.306745,7922.762841,8745.604821,9752.938458,9873.077907,10706.57485,11097.10982,11332.25897,11704.98716,13252.82964,15354.49805,16740.82894,17207.34317,17586.4766,16735.0911,16170.20994,16017.94416,16619.92658,17002.69984,17542.88896,16794.22927,17868.20003,19386.44541,18986.15417,19536.53277,22685.43054,26001.66017,29228.97163,33132.80796,36533.76305,37787.35162,32987.19966,38679.3328,42617.84126,43023.42583,43052.13484,41604.08051,35365.69402,34319.79565,36906.14913,37836.00804,37803.07732,34972.78294,42000.91346,
Central Europe and the Baltics,CEB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,1850.754479,2202.408294,2849.046412,3029.240176,2996.867625,3310.653519,3195.887982,3170.934799,3504.012112,3971.351801,4732.659947,5674.781435,6718.502656,7570.66097,9564.106192,11813.60092,9929.149916,10077.57184,11084.17538,10466.9278,10987.69371,11392.11611,10092.21105,10297.55597,11524.24302,13045.51891,13299.29098,13257.00551,15204.30994,
Switzerland,CHE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,40553.48825,39111.01516,34659.04431,35760.72323,34989.61588,32930.97966,32248.52753,33733.79299,40939.39319,45346.77969,48033.98179,50174.76229,51128.29794,52789.14023,55813.21022,63191.04315,70650.7603,68518.98936,69446.63099,68999.91811,66347.41616,63668.84894,63071.25022,63208.82709,62588.33618,62971.41617,69631.65824,
Channel Islands,CHI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,788.8913189,954.3333973,1036.653587,1396.619731,1272.001,541.4709877,741.6890784,1041.522698,1182.336071,1593.283915,2109.197929,2490.882548,1683.178185,1272.308283,1185.612944,968.8848034,1064.256256,1275.86607,1451.633623,1637.868291,1853.089036,2181.048122,2680.842108,2886.287638,3221.928779,4097.93252,4357.177898,4728.672475,4583.063189,4067.053866,4103.771598,3767.445648,3658.126957,3831.864108,4580.736699,5570.932214,6243.952296,7053.877345,7731.672622,7671.384331,9546.465845,10604.98016,11887.51593,12514.96941,11688.27825,11281.81307,11133.06339,11819.49188,12167.30845,11556.47034,9756.161448,11095.88028,
China,CHN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,103.3596302,108.4353594,119.8133292,142.4782907,141.6270502,154.9927372,140.8634962,157.5154036,131.6705135,147.3852392,150.7808982,153.1197218,162.3961732,185.5742238,210.7053808,250.5615194,244.9805983,216.8455618,247.8239806,268.5569643,270.421448,289.2443657,321.187928,327.6820552,411.6317536,520.405932,604.9111422,666.8033694,699.7297879,733.2327388,798.0253834,876.8712486,965.1136191,1084.077736,1246.471517,1428.787145,1700.974006,2168.19689,2703.096789,3041.782139,3487.258993,4132.672201,4770.263182,5239.785134,5753.408668,6012.718649,6078.485222,6658.943735,7331.859806,7470.113815,7510.442656,9015.348004,
Cote d'Ivoire,CIV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,253.3395456,284.8284294,366.6655083,435.006348,520.3265634,598.3281242,773.6235847,916.7858224,994.6892676,1059.941646,824.1414849,711.9763484,594.8780956,593.7540794,569.5829141,750.9552716,785.9028927,772.4836835,674.7426741,709.3821132,680.4056145,708.421672,672.9007187,505.7327798,656.835995,694.5179788,660.2971903,703.0519856,665.2912287,528.2273629,531.8329149,569.5340144,674.441469,740.2024071,791.3772604,794.2612153,904.2111369,1058.742284,1059.673782,1070.950232,1047.278909,1109.576271,1260.853375,2020.672247,1835.537821,1846.772963,1918.451587,2098.232068,2079.949481,2126.8481,2334.27059,
Cameroon,CMR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,154.8073191,182.5061898,203.3361126,221.8312289,293.1790209,289.6293666,276.859244,462.1529713,566.7510062,518.0922512,558.0096512,594.4621787,602.4935756,631.7980542,712.6752417,1050.186499,1077.425746,994.1187512,805.0417395,823.9354782,777.5138569,775.2922357,1059.255125,534.9312571,633.6680012,627.2711465,594.4627497,637.2031551,642.2484134,541.8453422,556.309704,620.879188,798.1429325,931.8970076,909.7425164,950.7492564,1039.332491,1149.327029,1177.664589,1097.642976,1169.520853,1110.124594,1226.349435,1310.437259,1135.303712,1162.678409,1199.930819,1295.25964,1255.111544,1271.914323,1362.770257,
"Congo, Dem. Rep.",COD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,74.44534977,51.37439679,59.12056892,67.47472073,66.63467239,51.40716976,305.1894238,94.90411565,111.8432582,96.90543367,120.7348875,138.7649548,172.1888921,182.4835682,194.4097473,182.8242781,219.7620967,246.1417601,271.1826917,296.7132924,301.5530536,324.0933382,330.2537565,324.6904178,411.9993244,460.5027753,410.4973518,338.9362928,
"Congo, Rep.",COG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,158.6686584,179.6280744,217.7976459,260.0321756,225.789786,325.2363305,293.8654109,285.5588667,300.4085372,343.4682031,516.2065395,725.7125813,813.9629601,640.8530158,608.9334153,571.8884416,560.7813244,599.245258,415.2894186,306.0228351,276.3695334,419.4728788,456.6152806,290.5265974,210.017935,22.83353491,34.52260297,104.4340844,180.0263008,120.0808089,4.861780406,75.64845372,102.7361714,204.8030377,194.861254,327.8128845,466.3577497,609.1965679,765.4212339,939.1709803,1052.637231,940.9354319,1516.681719,1938.483348,2140.11466,1473.528094,1169.753259,866.1917614,1044.403385,877.0679419,770.8113306,1079.537181,
Colombia,COL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,285.9907851,304.8032191,331.9198522,390.6296639,451.5953523,468.0799619,543.3622176,691.2997851,817.6476703,952.1911987,1116.08496,1182.595877,1228.694467,1167.951496,1112.388371,979.1805296,968.4626629,958.9766051,1037.181353,986.0417507,1171.833541,1219.542034,1443.779502,1638.972301,2003.218543,2205.061451,2233.953854,2412.609299,2202.372913,1833.48297,2057.273244,2029.438909,1986.540194,1865.208572,2257.008831,2791.184695,3032.792854,3847.329844,4371.342612,4276.8877,5117.45538,5695.136938,6324.501921,6536.18476,6572.18116,5244.145101,5050.789019,5421.758926,5601.735364,5361.516527,4578.598876,5094.625554,
Comoros,COM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,608.6082878,546.3530753,496.4490062,503.4313968,474.1295166,486.4136838,672.054731,795.3397872,814.1702873,766.8286143,931.8773353,897.8651101,952.5701227,918.7152745,628.8267668,755.5933174,733.6067465,660.1561817,654.5730281,668.1227793,604.3552162,639.9791486,702.6580013,881.3401163,1005.611056,1021.191688,1071.194497,1190.153587,1338.770141,1299.118271,1269.694417,1395.257241,1348.891787,1452.273055,1466.385835,1200.919797,1234.021632,1290.315535,1412.116079,1395.672522,1392.524051,1446.859229,
Cabo Verde,CPV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,602.213248,670.5792882,670.6656093,751.5504548,761.6760812,828.2679174,1119.625386,898.0171825,1047.02659,1046.978671,1001.759876,1038.828436,1155.668581,1016.046145,1050.377862,1124.958897,1465.522255,1640.293104,1668.8581,1861.279313,2580.162627,2957.885371,2823.72827,2657.561461,2969.005476,2756.07488,2925.192087,2866.197482,2459.586567,2538.887695,2668.289544,2971.872472,2970.504969,2509.054967,2820.865788,
