"make","variant","length","big_region","small_region","price","year","gdp"
"Privilege","435","43.00","Caribbean","Guatemala"," 344705","2006",4504.12922283915
"Privilege","435","43.00","Caribbean","Mexico"," 344705","2006",10077.3833104761
"Privilege","435","43.00","Caribbean","Mexico"," 315000","2006",10077.3833104761
"Broadblue","435","43.60","Europe","Greece"," 267617","2006",20287.7253030767
"Lagoon","440","44.60","Europe","Greece"," 325285","2006",20287.7253030767
"Lagoon","440","44.60","Europe","Greece"," 321976","2006",20287.7253030767
"Lagoon","440","44.60","Europe","Greece"," 321644","2006",20287.7253030767
"Lagoon","440","44.60","Europe","Italy"," 309826","2006",33281.3366682385
"Lagoon","440","44.60","Europe","Italy"," 309506","2006",33281.3366682385
"Lagoon","440","44.60","Europe","Italy"," 303751","2006",33281.3366682385
"Lagoon","440","44.60","Europe","Italy"," 303437","2006",33281.3366682385
"Lagoon","440","44.60","Europe","Croatia"," 267301","2006",16610.3180919751
"Lagoon","440","44.60","Europe","Croatia"," 267025","2006",16610.3180919751
"Lagoon","440","44.60","Europe","Croatia"," 267025","2006",16610.3180919751
"Lagoon","440","44.60","USA","Florida"," 349000","2006",62789.1279211483
"Fountaine Pajot","Bahia 46","46.00","Caribbean","Martinique"," 346315","2006",38816.479
"Fountaine Pajot","Bahia 46","46.00","Caribbean","Martinique"," 345577","2006",38816.479
"Fountaine Pajot","Pajot Bahia 46","46.00","Europe","Italy"," 242939","2006",33281.3366682385
"Fountaine Pajot","Bahia 46","46.00","Europe","Italy"," 242510","2006",33281.3366682385
"Catana","47 Ocean Class","47.00","Caribbean","Guatemala"," 516769","2006",4504.12922283915
"Leopard","47","47.00","Caribbean","Honduras"," 257061","2006",2487.70561222524
"Nautitech","47","47.00","Europe","Greece"," 498026","2006",20287.7253030767
"Nautitech","47","47.00","Europe","Greece"," 497637","2006",20287.7253030767
"Lagoon","50 Owners Version","48.00","Caribbean","Martinique"," 450000","2006",38816.479
"Lagoon","50","48.00","Caribbean","British Virgin Islands"," 449000","2006",47923.482
"Lagoon","500","51.00","Europe","Spain"," 515334","2006",27702.7452993409
"Lagoon","500","51.00","Europe","Greece"," 515334","2006",20287.7253030767
"Lagoon","500","51.00","Europe","Greece"," 461585","2006",20287.7253030767
"Lagoon","500","51.00","Europe","Greece"," 461225","2006",20287.7253030767
"Lagoon","500","51.00","Europe","Greece"," 423929","2006",20287.7253030767
"Lagoon","500","51.00","Europe","Greece"," 423599","2006",20287.7253030767
"Lagoon","500","51.00","Europe","Greece"," 418330","2006",20287.7253030767
"Lagoon","380 S2","38.00","USA","Maryland"," 226900","2007",62789.1279211483
"Broadblue","385","38.70","Europe","Greece"," 202496","2007",20287.7253030767
"Broadblue","385","38.70","Europe","United Kingdom"," 200493","2007",47923.4822383348
"Lagoon","420","41.00","Europe","Germany"," 314925","2007",43361.1771204321
"Fountaine Pajot","Orana 44","43.00","Caribbean","Puerto Rico"," 315000","2007",29752.128106078
"Fountaine Pajot","Orana 44","43.00","USA","Maryland"," 320000","2007",62789.1279211483
"Knysna","440","44.00","Caribbean","Trinidad and Tobago"," 220000","2007",14155.1747962802
"Lagoon","440","44.60","Caribbean","Martinique"," 376556","2007",38816.479
"Lagoon","440","44.60","Caribbean","Martinique"," 376262","2007",38816.479
"Lagoon","440","44.60","Caribbean","Netherlands Antilles"," 310000","2007",70869.4
"Lagoon","440","44.60","Europe","Spain"," 394877","2007",27702.7452993409
"Lagoon","440","44.60","Europe","Spain"," 394469","2007",27702.7452993409
"Lagoon","440","44.60","Europe","Spain"," 339729","2007",27702.7452993409
"Lagoon","440","44.60","Europe","Spain"," 309506","2007",27702.7452993409
"Lagoon","440","44.60","Europe","Greece"," 297676","2007",20287.7253030767
"Lagoon","440","44.60","Europe","Greece"," 297369","2007",20287.7253030767
"Lagoon","440","44.60","USA","Florida"," 349000","2007",62789.1279211483
"Lagoon","440","44.60","USA","Maryland"," 310000","2007",62789.1279211483
"Lagoon","440","44.60","USA","Florida"," 294000","2007",62789.1279211483
"Nautitech","47","47.00","Europe","Greece"," 394469","2007",20287.7253030767
"Fountaine Pajot","Salina 48","47.00","Europe","Turkey"," 345919","2007",14055.1055648777
"Privilege","495","47.00","USA","Massachusetts"," 429900","2007",62789.1279211483
"Lagoon","420","49.00","USA","Florida"," 435000","2007",62789.1279211483
"Catana","50","50.00","Europe","France"," 703279","2007",38816.4792795643
"Lagoon","500","51.00","Europe","Spain"," 594150","2007",27702.7452993409
"Lagoon","500","51.00","Europe","Italy"," 497146","2007",33281.3366682385
"Lagoon","570","56.00","Europe","France"," 705237","2007",38816.4792795643
"Seawind","1160","38.00","Caribbean","Mexico"," 350000","2008",10077.3833104761
"Lagoon","380 S2","38.00","Europe","Italy"," 236926","2008",33281.3366682385
"Lagoon","380","38.00","Europe","Italy"," 236447","2008",33281.3366682385
"Lagoon","380","38.00","USA","Florida"," 229000","2008",62789.1279211483
"Broadblue","385","38.70","Europe","Greece"," 202496","2008",20287.7253030767
"Broadblue","385","38.70","Europe","Greece"," 200071","2008",20287.7253030767
"Broadblue","385","38.70","Europe","Greece"," 193332","2008",20287.7253030767
"Nautitech","40.2","39.00","Caribbean","Martinique"," 216047","2008",38816.479
"Fountaine Pajot","Lavezzi 40","39.00","Caribbean","Cayman Islands"," 186733","2008",80946.9660025177
"Leopard","40","39.00","Europe","France"," 273094","2008",38816.4792795643
"Alliaura","Feeling 39 DI","39.00","Europe","France"," 218645","2008",38816.4792795643
"Fountaine Pajot","Lavezzi 40","39.00","Europe","France"," 194562","2008",38816.4792795643
"Fountaine Pajot","Lavezzi 40","39.00","Europe","France"," 194401","2008",38816.4792795643
"Fountaine Pajot","Lavezzi 40","39.00","Europe","Greece"," 188278","2008",20287.7253030767
"Fountaine Pajot","Lavezzi 40","39.00","Europe","Greece"," 187945","2008",20287.7253030767
"Nautitech","40","39.50","Europe","Croatia"," 191772","2008",16610.3180919751
"Lagoon","420","41.00","Caribbean","Guatemala"," 380000","2008",4504.12922283915
"Lagoon","420","41.00","Caribbean","Martinique"," 338028","2008",38816.479
"Lagoon","420","41.00","Caribbean","Martinique"," 337640","2008",38816.479
"Lagoon","420","41.00","Caribbean","Cayman Islands"," 310061","2008",80946.9660025177
"Lagoon","420","41.00","Caribbean","British Virgin Islands"," 309739","2008",47923.482
"Lagoon","420","41.00","Caribbean","Cayman Islands"," 309705","2008",80946.9660025177
"Lagoon","420","41.00","Caribbean","British Virgin Islands"," 309079","2008",47923.482
"Lagoon","420","41.00","Caribbean","Cayman Islands"," 297902","2008",80946.9660025177
"Lagoon","420","41.00","Caribbean","Cayman Islands"," 297560","2008",80946.9660025177
"Lagoon","420","41.00","Europe","Greece"," 358335","2008",20287.7253030767
"Lagoon","420","41.00","Europe","Greece"," 358056","2008",20287.7253030767
"Lagoon","420","41.00","Europe","France"," 338900","2008",38816.4792795643
"Lagoon","420","41.00","Europe","France"," 338636","2008",38816.4792795643
"Lagoon","420","41.00","Europe","France"," 338028","2008",38816.4792795643
"Lagoon","420","41.00","Europe","France"," 337640","2008",38816.4792795643
"Lagoon","420","41.00","Europe","Spain"," 327968","2008",27702.7452993409
"Lagoon","420","41.00","Europe","Spain"," 327712","2008",27702.7452993409
"Lagoon","420","41.00","Europe","Greece"," 303982","2008",20287.7253030767
"Lagoon","420","41.00","Europe","Greece"," 303633","2008",20287.7253030767
"Lagoon","420","41.00","USA","Florida"," 396000","2008",62789.1279211483
"Lagoon","420","41.00","USA","Maryland"," 389900","2008",62789.1279211483
"Lagoon","420","41.00","USA","Florida"," 375000","2008",62789.1279211483
"Lagoon","440","42.00","Europe","Italy"," 303982","2008",33281.3366682385
"Lagoon","440","42.00","Europe","Italy"," 297902","2008",33281.3366682385
"Manta","42 MK IV","42.00","USA","Florida"," 270000","2008",62789.1279211483
"Manta","42 MK IV","42.00","USA","Florida"," 270000","2008",62789.1279211483
"Fountaine Pajot","Orana 44","43.00","Caribbean","Saint-Martin"," 390827","2008",35873
"Fountaine Pajot","Orana 44","43.00","Caribbean","Guatemala"," 339000","2008",4504.12922283915
"Fountaine Pajot","Orana 44","43.00","Caribbean","Martinique"," 309860","2008",38816.479
"Fountaine Pajot","Orana 44","43.00","Caribbean","Martinique"," 309506","2008",38816.479
"Fountaine Pajot","Orana 44","43.00","Europe","France"," 338636","2008",38816.4792795643
"Fountaine Pajot","Orana 44","43.00","Europe","Greece"," 328300","2008",20287.7253030767
"Fountaine Pajot","Orana 44","43.00","Europe","Greece"," 328300","2008",20287.7253030767
"Fountaine Pajot","Orana 44","43.00","Europe","Greece"," 327968","2008",20287.7253030767
"Fountaine Pajot","Orana 44","43.00","Europe","Turkey"," 285231","2008",14055.1055648777
"Fountaine Pajot","Orana 44","43.00","Europe","Turkey"," 261424","2008",14055.1055648777
"Nautitech","44","44.00","Europe","Greece"," 312493","2008",20287.7253030767
"Lagoon","440","44.60","Caribbean","Guadeloupe"," 400537","2008",38816.479
"Lagoon","440","44.60","Caribbean","Guadeloupe"," 363194","2008",38816.479
"Lagoon","440","44.60","Caribbean","Guadeloupe"," 362911","2008",38816.479
"Lagoon","440","44.60","Caribbean","Dominican Republic"," 325000","2008",8732.08073884782
"Lagoon","440","44.60","Caribbean","Mexico"," 303674","2008",10077.3833104761
"Lagoon","440","44.60","Caribbean","Mexico"," 303437","2008",10077.3833104761
"Lagoon","440","44.60","Europe","Spain"," 431327","2008",27702.7452993409
"Lagoon","440","44.60","Europe","Spain"," 430881","2008",27702.7452993409
"Lagoon","440","44.60","Europe","Italy"," 388400","2008",33281.3366682385
"Lagoon","440","44.60","Europe","Turkey"," 388400","2008",14055.1055648777
"Lagoon","440","44.60","Europe","Italy"," 388400","2008",33281.3366682385
"Lagoon","440","44.60","Europe","France"," 376652","2008",38816.4792795643
"Lagoon","440","44.60","Europe","France"," 376262","2008",38816.4792795643
"Lagoon","440","44.60","Europe","Turkey"," 346276","2008",14055.1055648777
"Lagoon","440","44.60","Europe","Turkey"," 345919","2008",14055.1055648777
"Lagoon","440","44.60","Europe","Turkey"," 334126","2008",14055.1055648777
"Lagoon","440","44.60","Europe","Turkey"," 333781","2008",14055.1055648777
"Lagoon","440","44.60","Europe","Croatia"," 313471","2008",16610.3180919751
"Lagoon","440","44.60","Europe","Croatia"," 313147","2008",16610.3180919751
"Lagoon","440","44.60","USA","Maryland"," 359000","2008",62789.1279211483
"Leopard","46","46.00","Caribbean","Martinique"," 299000","2008",38816.479
"Leopard","46","46.00","USA","Florida"," 449000","2008",62789.1279211483
"Leopard","46","46.00","USA","Florida"," 385000","2008",62789.1279211483
"Privilege","495","47.00","Caribbean","Martinique"," 449893","2008",38816.479
"Privilege","495","47.00","Caribbean","Martinique"," 449602","2008",38816.479
"Privilege","495","47.00","Caribbean","Martinique"," 386665","2008",38816.479
"Privilege","495","47.00","Caribbean","Martinique"," 386414","2008",38816.479
"Leopard","47","47.00","Caribbean","British Virgin Islands"," 115000","2008",47923.482
"Fountaine Pajot","Salina 48","47.00","Europe","Greece"," 503706","2008",20287.7253030767
"Fountaine Pajot","Salina 48","47.00","Europe","Italy"," 418744","2008",33281.3366682385
"Fountaine Pajot","Salina 48","47.00","Europe","Greece"," 376556","2008",20287.7253030767
"Fountaine Pajot","Salina 48","47.00","Europe","Greece"," 376262","2008",20287.7253030767
"Fountaine Pajot","Salina 48","47.00","Europe","Greece"," 346188","2008",20287.7253030767
"Fountaine Pajot","Salina 48","47.00","Europe","Greece"," 345919","2008",20287.7253030767
"Nautitech","47","47.00","Europe","Greece"," 339850","2008",20287.7253030767
"Fountaine Pajot","Salina 48","47.00","Europe","Greece"," 333781","2008",20287.7253030767
"Nautitech","47","47.00","Europe","Greece"," 318002","2008",20287.7253030767
"Nautitech","47","47.00","Europe","Greece"," 309506","2008",20287.7253030767
"Voyage Yachts","500","50.00","Caribbean","British Virgin Islands"," 479000","2008",47923.482
"Voyage Yachts","500","50.00","Caribbean","British Virgin Islands"," 465000","2008",47923.482
"Catana","50","50.00","Europe","France"," 709342","2008",38816.4792795643
"Voyage Yachts","500","50.00","USA","Florida"," 365000","2008",62789.1279211483
"Lagoon","500","51.00","Caribbean","Martinique"," 553247","2008",38816.479
"Lagoon","500","51.00","Europe","Italy"," 667562","2008",33281.3366682385
"Lagoon","500","51.00","Europe","Greece"," 606875","2008",20287.7253030767
"Lagoon","500","51.00","Europe","Portugal"," 546613","2008",22125.9391947109
"Lagoon","500","51.00","Europe","Portugal"," 545648","2008",22125.9391947109
"Lagoon","500","51.00","Europe","Lagos"," 521397","2008",2449.58798087473
"Lagoon","500","51.00","Europe","Italy"," 412997","2008",33281.3366682385
"Lagoon","500","51.00","Europe","Italy"," 412675","2008",33281.3366682385
"Lagoon","500","51.00","Europe","Italy"," 411782","2008",33281.3366682385
"Lagoon","500","51.00","Europe","Italy"," 411461","2008",33281.3366682385
"Catana","50","53.00","Europe","Spain"," 632282","2008",27702.7452993409
"Fountaine Pajot","Lavezzi 40","39.00","Caribbean","Guadeloupe"," 205124","2009",38816.479
"Nautitech","40.2","39.00","Caribbean","Martinique"," 194422","2009",38816.479
"Nautitech","40.2","39.00","Caribbean","Martinique"," 194200","2009",38816.479
"Fountaine Pajot","Lipari 41","40.00","Caribbean","Belize"," 194008","2009",6191.66283746796
"Lagoon","420","41.00","USA","Florida"," 309000","2009",62789.1279211483
"Lagoon","420","41.00","USA","Florida"," 280000","2009",62789.1279211483
"Lagoon","420","41.00","USA","Florida"," 280000","2009",62789.1279211483
"Broadblue","415","42.00","Europe","Spain"," 364170","2009",27702.7452993409
"Broadblue","415","42.00","Europe","Spain"," 363802","2009",27702.7452993409
"Fountaine Pajot","Orana 44","43.00","Caribbean","Saint-Martin"," 329000","2009",35873
"Fountaine Pajot","Orana 44","43.00","Caribbean","Antigua and Barbuda"," 327712","2009",17335.047039518
"Fountaine Pajot","Orana 44","43.00","USA","Florida"," 300000","2009",62789.1279211483
"Lagoon","440","44.60","Europe","Croatia"," 435736","2009",16610.3180919751
"Lagoon","440","44.60","Europe","Croatia"," 347755","2009",16610.3180919751
"Lagoon","440","44.60","USA","Maryland"," 525000","2009",62789.1279211483
"Leopard","46","46.00","Europe","Italy"," 339514","2009",33281.3366682385
"Nautitech","47","47.00","Caribbean","Antigua and Barbuda"," 364000","2009",17335.047039518
"Fountaine Pajot","Salina 48","47.00","Caribbean","Martinique"," 314925","2009",38816.479
"Fountaine Pajot","Salina 48","47.00","Europe","Croatia"," 315454","2009",16610.3180919751
"Lagoon","500","51.00","Europe","Greece"," 546187","2009",20287.7253030767
"Lagoon","500","51.00","Europe","Greece"," 521912","2009",20287.7253030767
"Lagoon","500","51.00","Europe","Greece"," 503208","2009",20287.7253030767
"Lagoon","500","51.00","USA","Florida"," 425000","2009",62789.1279211483
"Leopard","38","37.50","Caribbean","British Virgin Islands"," 185000","2010",47923.482
"Seawind","1160","38.00","USA","Florida"," 329950","2010",62789.1279211483
"Fountaine Pajot","Lipari 41","39.00","Caribbean","Martinique"," 297709","2010",38816.479
"Fountaine Pajot","Lipari 41","39.00","Caribbean","Martinique"," 297369","2010",38816.479
"Lagoon","400 Owners Version","39.00","Caribbean","Belize"," 285000","2010",6191.66283746796
"Lagoon","400","39.00","Caribbean","Netherlands Antilles"," 275000","2010",70869.4
"Lagoon","400","39.00","Caribbean","British Virgin Islands"," 195000","2010",47923.482
"Lagoon","400","39.00","Europe","Turkey"," 279380","2010",14055.1055648777
"Lagoon","400","39.00","Europe","Turkey"," 279162","2010",14055.1055648777
"Fountaine Pajot","Lipari 41","39.00","Europe","Portugal"," 278887","2010",22125.9391947109
"Lagoon","400","39.00","Europe","Greece"," 267233","2010",20287.7253030767
"Lagoon","400","39.00","Europe","Greece"," 267025","2010",20287.7253030767
"Fountaine Pajot","Lipari 41","39.00","Europe","France"," 218882","2010",38816.4792795643
"Lagoon","400","39.00","Europe","Croatia"," 217486","2010",16610.3180919751
"Lagoon","400","39.00","Europe","Croatia"," 217261","2010",16610.3180919751
"Fountaine Pajot","Lavezzi 40","39.00","Europe","France"," 205506","2010",38816.4792795643
"Fountaine Pajot","Lavezzi 40","39.00","Europe","France"," 205284","2010",38816.4792795643
"Lagoon","421","42.00","Europe","Turkey"," 437734","2010",14055.1055648777
"Lagoon","421","42.00","Europe","Italy"," 327968","2010",33281.3366682385
"Lagoon","421","42.00","Europe","Italy"," 327712","2010",33281.3366682385
"Lagoon","421","42.00","Europe","Greece"," 285231","2010",20287.7253030767
"Fountaine Pajot","Orana 44","43.00","USA","Florida"," 390000","2010",62789.1279211483
"Nautitech","441","44.00","Caribbean","Martinique"," 346188","2010",38816.479
"Nautitech","441","44.00","Caribbean","Martinique"," 345919","2010",38816.479
"Nautitech","441","44.00","Caribbean","Martinique"," 291527","2010",38816.479
"Nautitech","441","44.00","Caribbean","Martinique"," 291300","2010",38816.479
"Nautitech","441","44.00","Caribbean","Martinique"," 282000","2010",38816.479
"Nautitech","441","44.00","Caribbean","Guadeloupe"," 269724","2010",38816.479
"Nautitech","442 Owners Version","44.00","Europe","Croatia"," 437734","2010",16610.3180919751
"Nautitech","442 Owners Version","44.00","Europe","Croatia"," 437231","2010",16610.3180919751
"Antares","44i","44.00","USA","Florida"," 525000","2010",62789.1279211483
"Antares","44i","44.00","USA","Florida"," 495000","2010",62789.1279211483
"Lagoon","440","44.60","Caribbean","Guadeloupe"," 380000","2010",38816.479
"Lagoon","440","44.60","Caribbean","Saint-Martin"," 345000","2010",35873
"Lagoon","440","44.60","Caribbean","Sint Maarten (Dutch part)"," 345000","2010",31782.1295012711
"Lagoon","440","44.60","Europe","Spain"," 424812","2010",27702.7452993409
"Lagoon","440","45.80","Europe","France"," 479431","2010",38816.4792795643
"Leopard","46","46.00","Caribbean","Saint-Martin"," 415000","2010",35873
"Leopard","46","46.00","Caribbean","Grenada"," 335000","2010",8688.54780185774
"Catana","47","47.00","Caribbean","Martinique"," 546813","2010",38816.479
"Catana","47","47.00","Caribbean","Martinique"," 545648","2010",38816.479
"Chris White","Atlantic 48","48.70","USA","Washington"," 565000","2010",62789.1279211483
"Outremer","49","49.00","Europe","France"," 763449","2010",38816.4792795643
"Voyage Yachts","500 Owner's Version","50.00","USA","Florida"," 595000","2010",62789.1279211483
"Lagoon","500","51.00","Europe","Croatia"," 721467","2010",16610.3180919751
"Lagoon","500","51.00","Europe","Turkey"," 589128","2010",14055.1055648777
"Lagoon","500","51.00","Europe","Turkey"," 588087","2010",14055.1055648777
"Lagoon","500","51.00","Europe","Croatia"," 576531","2010",16610.3180919751
"Lagoon","500","51.00","Europe","Croatia"," 575961","2010",16610.3180919751
"Leopard","39","37.50","USA","Florida"," 339000","2011",62789.1279211483
"Leopard","39","37.50","USA","Florida"," 339000","2011",62789.1279211483
"Lagoon","380","38.00","Europe","Greece"," 236447","2011",20287.7253030767
"Broadblue","385","38.70","Caribbean","Grenada"," 210000","2011",8688.54780185774
"Fountaine Pajot","Lipari 41","39.00","Caribbean","Martinique"," 218725","2011",38816.479
"Fountaine Pajot","Lipari 41","39.00","Europe","Italy"," 346563","2011",33281.3366682385
"Fountaine Pajot","Lipari 41","39.00","Europe","Malta"," 302787","2011",30379.5968015298
"Fountaine Pajot","Lipari 41","39.00","Europe","Turkey"," 267522","2011",14055.1055648777
"Fountaine Pajot","Lipari 41","39.00","Europe","Turkey"," 266761","2011",14055.1055648777
"Fountaine Pajot","Lipari 41","39.00","Europe","Turkey"," 266761","2011",14055.1055648777
"Lagoon","400","39.00","Europe","Croatia"," 264804","2011",16610.3180919751
"Lagoon","400","39.00","Europe","Croatia"," 264597","2011",16610.3180919751
"Lagoon","400","39.00","Europe","Croatia"," 217486","2011",16610.3180919751
"Lagoon","400","39.00","Europe","Croatia"," 217261","2011",16610.3180919751
"Lagoon","400","39.00","Europe","Croatia"," 206095","2011",16610.3180919751
"Fountaine Pajot","Lipari 41","39.00","Europe","Croatia"," 194562","2011",16610.3180919751
"Fountaine Pajot","Lipari 41","39.00","Europe","Croatia"," 169026","2011",16610.3180919751
"Lagoon","421","42.00","Europe","Portugal"," 333781","2011",22125.9391947109
"Lagoon","421","42.00","Europe","Italy"," 297902","2011",33281.3366682385
"Leopard","44","42.50","Caribbean","U.S. Virgin Islands"," 339000","2011",62789.128
"Leopard","44","42.50","Caribbean","Saint Kitts and Nevis"," 339000","2011",20428.4147408569
"Leopard","44","42.50","Caribbean","U.S. Virgin Islands"," 339000","2011",62789.128
"Leopard","44","42.50","Caribbean","Saint Kitts and Nevis"," 339000","2011",20428.4147408569
"Lagoon","42 Owners Version","42.50","Europe","Portugal"," 325000","2011",22125.9391947109
"Lagoon","42 Owners Version","42.50","Europe","Portugal"," 325000","2011",22125.9391947109
"Leopard","44","42.50","USA","Florida"," 459000","2011",62789.1279211483
"Leopard","44","42.50","USA","Florida"," 459000","2011",62789.1279211483
"Fountaine Pajot","Orana 44","43.00","Europe","Turkey"," 339850","2011",14055.1055648777
"Nautitech","441","44.00","Caribbean","Martinique"," 279162","2011",38816.479
"Nautitech","441","44.00","Caribbean","Guadeloupe"," 255086","2011",38816.479
"Nautitech","441","44.00","Caribbean","Guadeloupe"," 254887","2011",38816.479
"Lagoon","450","45.80","Caribbean","U.S. Virgin Islands"," 475000","2011",62789.128
"Lagoon","450","45.80","Europe","France"," 533522","2011",38816.4792795643
"Lagoon","450","45.80","Europe","Greece"," 516246","2011",20287.7253030767
"Lagoon","450","45.80","Europe","Greece"," 515844","2011",20287.7253030767
"Lagoon","450","45.80","Europe","France"," 510725","2011",38816.4792795643
"Lagoon","450","45.80","Europe","France"," 510302","2011",38816.4792795643
"Lagoon","450","45.80","Europe","France"," 510172","2011",38816.4792795643
"Lagoon","450","45.80","Europe","Malta"," 479431","2011",30379.5968015298
"Lagoon","450","45.80","Europe","Greece"," 472895","2011",20287.7253030767
"Lagoon","450F","45.80","Europe","Turkey"," 462084","2011",14055.1055648777
"Lagoon","450","45.80","Europe","Greece"," 448644","2011",20287.7253030767
"Lagoon","450","45.80","Europe","Greece"," 407335","2011",20287.7253030767
"Lagoon","450","45.80","Europe","Italy"," 389097","2011",33281.3366682385
"Lagoon","450F","45.80","USA","Florida"," 499000","2011",62789.1279211483
"Lagoon","450F","45.80","USA","Florida"," 499000","2011",62789.1279211483
"Leopard","46","46.00","Caribbean","British Virgin Islands"," 126000","2011",47923.482
"Leopard","46","46.00","USA","Florida"," 480000","2011",62789.1279211483
"Fountaine Pajot","Salina 48","47.00","Caribbean","Panama"," 450000","2011",15388.0558648904
"Outremer","49","49.00","Caribbean","Grenada"," 601884","2011",8688.54780185774
"Outremer","49","49.00","Europe","France"," 812664","2011",38816.4792795643
"Outremer","49","49.00","Europe","France"," 811999","2011",38816.4792795643
"Lagoon","500","51.00","Caribbean","U.S. Virgin Islands"," 499000","2011",62789.128
"Lagoon","500","51.00","Caribbean","U.S. Virgin Islands"," 443813","2011",62789.128
"Lagoon","380","38.00","USA","New York"," 292000","2012",62789.1279211483
"Lagoon","39","38.40","Europe","Italy"," 310061","2012",33281.3366682385
"Fountaine Pajot","Lipari 41","39.00","Caribbean","Guatemala"," 315000","2012",4504.12922283915
"Lagoon","400","39.00","Caribbean","Martinique"," 241298","2012",38816.479
"Lagoon","400","39.00","Caribbean","Martinique"," 237000","2012",38816.479
