"make","variant","length","big_region","small_region","price","year","gdp","hdi"
"Poncin","HARMONY 47","47","Europe","Greece",78955,"2005","20287.7253030767","0.887"
"Salona","40","39","Europe","Greece",120285,"2005","20287.7253030767","0.887"
"Salona","45","44","Europe","Croatia",109323,"2005","16610.3180919751","0.858"
"Salona","45","44","Europe","Croatia",98390,"2005","16610.3180919751","0.858"
"Salona","45","44","Europe","Cyprus",127543,"2005","30571.55078125","0.896"
"Salona","45","44","Europe","Italy",91858,"2005","33281.3366682385","0.895"
"ShearWater","39","39","Caribbean","Grenada",245000,"2005","8688.54780185774","0.795"
"Sunbeam","39","39","Europe","United Kingdom",186497,"2005","47923.4822383348","0.929"
"Sunbeam","53","53","Europe","Spain",399651,"2005","27702.7452993409","0.905"
"Sweden Yachts","42","43","Europe","United Kingdom",166473,"2005","47923.4822383348","0.929"
"Tartan","4400","45","Europe","Netherlands",302459,"2005","50546.7893728169","0.941"
"Tartan","4400","45","USA","Rhode Island",345000,"2005","62789.1279211483","0.921"
"Van De Stadt","Beluga 46","46","Europe","Netherlands",297560,"2005","50546.7893728169","0.941"
"Wauquiez","Centurion 40s","40","Europe","France",151876,"2005","38816.4792795643","0.903"
"Wauquiez","Centurion 40s","40","Europe","France",151837,"2005","38816.4792795643","0.903"
"Wauquiez","Centurion 40s","40","Caribbean","Panama",145817,"2005","15388.0558648904","0.805"
"Wauquiez","Centurion 40s","40","Caribbean","Panama",139696,"2005","15388.0558648904","0.805"
"Wauquiez","Centurion 40s","40","Caribbean","Panama",146196,"2005","15388.0558648904","0.805"
"Wauquiez","Centurion 40s","40","Europe","Spain",132436,"2005","27702.7452993409","0.905"
"Wauquiez","Pilot Saloon 40","41","Europe","Turkey",168843,"2005","14055.1055648777","0.838"
"X-Yachts","40","40","Europe","Netherlands",200476,"2005","50546.7893728169","0.941"
"X-Yachts","X-50","50","Europe","Italy",334042,"2005","33281.3366682385","0.895"
"Alliage","44","44","Europe","France",358287,"2006","38816.4792795643","0.903"
"Amel","54","56","Caribbean","Antigua and Barbuda",495000,"2006","17335.047039518","0.788"
"Bavaria","39 Cruiser","39","Europe","Croatia",102668,"2006","16610.3180919751","0.858"
"Bavaria","39 Cruiser","39","Europe","Croatia",78955,"2006","16610.3180919751","0.858"
"Bavaria","39 Cruiser","39","Europe","France",95961,"2006","38816.4792795643","0.903"
"Bavaria","39 Cruiser","39","Europe","France",95961,"2006","38816.4792795643","0.903"
"Bavaria","39 Cruiser","39","Europe","Germany",109201,"2006","43361.1771204321","0.942"
"Bavaria","39 Cruiser","39","Europe","Greece",78955,"2006","20287.7253030767","0.887"
"Bavaria","39 Cruiser","39","Europe","Greece",72760,"2006","20287.7253030767","0.887"
"Bavaria","39 Cruiser","39","Europe","Slovenia",59520,"2006","25349.7585533515","0.918"
"Bavaria","39 Cruiser","39","Europe","Spain",91102,"2006","27702.7452993409","0.905"
"Bavaria","39 Cruiser","39","Europe","Turkey",94770,"2006","14055.1055648777","0.838"
"Bavaria","42 Match","41","Europe","Croatia",57091,"2006","16610.3180919751","0.858"
"Bavaria","42 Match","41","Europe","Croatia",57091,"2006","16610.3180919751","0.858"
"Bavaria","42 Cruiser","42","USA","California",109000,"2006","62789.1279211483","0.921"
"Bavaria","42 Cruiser","42","Europe","Croatia",109065,"2006","16610.3180919751","0.858"
"Bavaria","42 Cruiser","42","Europe","Italy",102034,"2006","33281.3366682385","0.895"
"Bavaria","42 Cruiser","42","Europe","Netherlands",120862,"2006","50546.7893728169","0.941"
"Bavaria","42 Cruiser","42","Europe","Portugal",145764,"2006","22125.9391947109","0.866"
"Bavaria","Cruiser 46","46","Europe","Croatia",94770,"2006","16610.3180919751","0.858"
"Bavaria","Cruiser 46","46","Europe","Croatia",89910,"2006","16610.3180919751","0.858"
"Bavaria","Cruiser 46","46","Europe","Greece",129000,"2006","20287.7253030767","0.887"
"Bavaria","Cruiser 46","46","Europe","Greece",127548,"2006","20287.7253030767","0.887"
"Bavaria","Cruiser 46","46","Europe","Greece",109350,"2006","20287.7253030767","0.887"
"Bavaria","Cruiser 46","46","Europe","Greece",108112,"2006","20287.7253030767","0.887"
"Bavaria","Cruiser 46","46","Europe","Greece",103188,"2006","20287.7253030767","0.887"
"Bavaria","Cruiser 46","46","Europe","Greece",102034,"2006","20287.7253030767","0.887"
"Bavaria","Cruiser 46","46","Europe","Greece",100820,"2006","20287.7253030767","0.887"
"Bavaria","Cruiser 46","46","Europe","Greece",99881,"2006","20287.7253030767","0.887"
"Bavaria","Cruiser 50","49","Caribbean","Bahamas",184900,"2006","30283.8969865035","0.812"
"Bavaria","50 Cruiser","49","Europe","Croatia",173094,"2006","16610.3180919751","0.858"
"Bavaria","50 Cruiser","49","Europe","Croatia",127543,"2006","16610.3180919751","0.858"
"Bavaria","50 Cruiser","49","Europe","Greece",121470,"2006","20287.7253030767","0.887"
"Bavaria","50 Cruiser","49","Europe","Greece",117826,"2006","20287.7253030767","0.887"
"Bavaria","50 Cruiser","49","Europe","Greece",97176,"2006","20287.7253030767","0.887"
"Bavaria","50 Cruiser","49","Europe","Italy",121470,"2006","33281.3366682385","0.895"
"Bavaria","50 Cruiser","49","Europe","Italy",115396,"2006","33281.3366682385","0.895"
"Bavaria","50 Cruiser","49","Europe","Spain",139690,"2006","27702.7452993409","0.905"
"Beneteau","Cyclades 39.3","39","USA","California",149000,"2006","62789.1279211483","0.921"
"Beneteau","Cyclades 39.3","39","Europe","Croatia",74115,"2006","16610.3180919751","0.858"
"Beneteau","Cyclades 39.3","39","Europe","Croatia",72639,"2006","16610.3180919751","0.858"
"Beneteau","Cyclades 39.3","39","Europe","Greece",71667,"2006","20287.7253030767","0.887"
"Beneteau","First 40.7","39","USA","Hawaii",160000,"2006","62789.1279211483","0.921"
"Beneteau","Cyclades 39.3","39","USA","New York",90838,"2006","62789.1279211483","0.921"
"Beneteau","Cyclades 39.3","39","USA","North Carolina",99000,"2006","62789.1279211483","0.921"
"Beneteau","Cyclades 39.3","39","Europe","Portugal",99630,"2006","22125.9391947109","0.866"
"Beneteau","Cyclades 39.3","39","Europe","Turkey",91102,"2006","14055.1055648777","0.838"
"Beneteau","423","43","USA","Alabama",176000,"2006","62789.1279211483","0.921"
"Beneteau","Cyclades 43.4","43","Europe","Croatia",97176,"2006","16610.3180919751","0.858"
"Beneteau","Cyclades 43.4","43","Europe","Croatia",95961,"2006","16610.3180919751","0.858"
"Beneteau","Cyclades 43.4","43","Europe","Croatia",88673,"2006","16610.3180919751","0.858"
"Beneteau","Cyclades 43.4","43","Europe","Croatia",87458,"2006","16610.3180919751","0.858"
"Beneteau","Oceanis 423","43","USA","Georgia",145900,"2006","62789.1279211483","0.921"
"Beneteau","Oceanis Clipper 423","43","Europe","Greece",85017,"2006","20287.7253030767","0.887"
"Beneteau","Oceanis Clipper 423","43","Europe","Malta",145764,"2006","30379.5968015298","0.918"
"Beneteau","Cyclades 43.3","43","Europe","Malta",95961,"2006","30379.5968015298","0.918"
"Beneteau","Oceanis 423","43","USA","New York",155969,"2006","62789.1279211483","0.921"
"Beneteau","Oceanis 423","43","USA","New York",144900,"2006","62789.1279211483","0.921"
"Beneteau","Oceanis 423","43","USA","New York",139900,"2006","62789.1279211483","0.921"
"Beneteau","Oceanis 423","43","USA","Rhode Island",142000,"2006","62789.1279211483","0.921"
"Beneteau","Oceanis 423","43","USA","South Carolina",155000,"2006","62789.1279211483","0.921"
"Beneteau","Oceanis Clipper 423","43","Europe","Spain",95961,"2006","27702.7452993409","0.905"
"Beneteau","423","43","Caribbean","Trinidad and Tobago",85000,"2006","14155.1747962802","0.81"
"Beneteau","Oceanis 423","43","USA","Virginia",159900,"2006","62789.1279211483","0.921"
"Beneteau","First 44.7","44","USA","Georgia",149000,"2006","62789.1279211483","0.921"
"Beneteau","First 44.7","44","Europe","Greece",131187,"2006","20287.7253030767","0.887"
"Beneteau","First 44.7","44","Europe","Italy",151837,"2006","33281.3366682385","0.895"
"Beneteau","First 44.7","44","USA","New York",155000,"2006","62789.1279211483","0.921"
"Beneteau","Oceanis 473","47","USA","California",229000,"2006","62789.1279211483","0.921"
"Beneteau","Oceanis 473","47","Europe","Croatia",151837,"2006","16610.3180919751","0.858"
"Beneteau","Oceanis 473","47","USA","Oregon",299000,"2006","62789.1279211483","0.921"
"Beneteau","Oceanis 473","47","Europe","Spain",151876,"2006","27702.7452993409","0.905"
"Beneteau","Oceanis 473","47","Europe","Spain",151876,"2006","27702.7452993409","0.905"
"Beneteau","Oceanis 473","47","Europe","Spain",151876,"2006","27702.7452993409","0.905"
"Beneteau","Oceanis Clipper 473","47","Europe","Spain",144586,"2006","27702.7452993409","0.905"
"Beneteau","Oceanis Clipper 473","47","Europe","Spain",144586,"2006","27702.7452993409","0.905"
"Beneteau","First 50","49","Europe","France",241734,"2006","38816.4792795643","0.903"
"Beneteau","Oceanis 50","49","Europe","Greece",194359,"2006","20287.7253030767","0.887"
"Beneteau","Oceanis 50","49","Europe","Greece",194351,"2006","20287.7253030767","0.887"
"Beneteau","Oceanis 50","49","Europe","Greece",188278,"2006","20287.7253030767","0.887"
"Beneteau","Oceanis 50","49","Europe","Greece",185858,"2006","20287.7253030767","0.887"
"Beneteau","Oceanis 50","49","Caribbean","Grenada",189000,"2006","8688.54780185774","0.795"
"Beneteau","Oceanis 50","49","Europe","Italy",205284,"2006","33281.3366682385","0.895"
"Beneteau","Oceanis 50","49","Europe","Malta",206498,"2006","30379.5968015298","0.918"
"Beneteau","Oceanis 50","49","Europe","Portugal",224719,"2006","22125.9391947109","0.866"
"Beneteau","Oceanis 50","49","Europe","Romania",157668,"2006","12188.642461532","0.821"
"Beneteau","Oceanis 50","49","Europe","United Kingdom",199781,"2006","47923.4822383348","0.929"
"Beneteau","Cyclades 50.5","51","Europe","Croatia",103249,"2006","16610.3180919751","0.858"
"Beneteau","Cyclades 50.5","51","Europe","France",144549,"2006","38816.4792795643","0.903"
"Beneteau","Oceanis 51","51","Caribbean","Grenada",139000,"2006","8688.54780185774","0.795"
"Beneteau","Cyclades 50.5","51","USA","Washington",199900,"2006","62789.1279211483","0.921"
"Beneteau","523","53","USA","California",337000,"2006","62789.1279211483","0.921"
"Beneteau","Oceanis Clipper 523","53","Europe","Croatia",176131,"2006","16610.3180919751","0.858"
"Beneteau","Oceanis Clipper 523","53","Europe","Greece",230792,"2006","20287.7253030767","0.887"
"Beneteau","Oceanis 523 A","53","Europe","Romania",194108,"2006","12188.642461532","0.821"
"Beneteau","Oceanis 523","53","Europe","Spain",361980,"2006","27702.7452993409","0.905"
"Beneteau","Oceanis 523","53","Europe","Spain",252657,"2006","27702.7452993409","0.905"
"C&C","115","38","USA","California",129900,"2006","62789.1279211483","0.921"
"C&C","115","38","USA","California",144900,"2006","62789.1279211483","0.921"
"C&C","115","38","USA","Maryland",129000,"2006","62789.1279211483","0.921"
"Cabo Rico","42","46","USA","Rhode Island",349000,"2006","62789.1279211483","0.921"
"Catalina","387","38","USA","Maryland",135900,"2006","62789.1279211483","0.921"
"Catalina","387","38","USA","North Carolina",159900,"2006","62789.1279211483","0.921"
"Catalina","400 MK II","40","USA","Florida",145000,"2006","62789.1279211483","0.921"
"Catalina","42 MK II","42","USA","Massachusetts",159900,"2006","62789.1279211483","0.921"
"Catalina","Morgan 440","46","USA","Florida",219000,"2006","62789.1279211483","0.921"
"Catalina","Morgan 440 DS Sloop","46","Caribbean","Mexico",2e+05,"2006","10077.3833104761","0.758"
"Comar","Comet 41S","41","Europe","Italy",139690,"2006","33281.3366682385","0.895"
"Comar","Comet 41S","41","Europe","Italy",120255,"2006","33281.3366682385","0.895"
"Delphia","40","39","Europe","Italy",78945,"2006","33281.3366682385","0.895"
"Delphia","40","39","Europe","Sweden",159277,"2006","55985.9706331466","0.947"
"Dufour","385 GL","38","Europe","France",103249,"2006","38816.4792795643","0.903"
"Dufour","40 Performance","40","Europe","Spain",108108,"2006","27702.7452993409","0.905"
"Dufour","44 Performance","44","Europe","Italy",132402,"2006","33281.3366682385","0.895"
