"make","variant","length","big_region","small_region","price","year","gdp"
"Beneteau","Cyclades 39.3","39","Europe","Spain",103249,"2005",26145.8085786196
"Beneteau","Cyclades 39.3","39","Europe","United Kingdom",95860,"2005",43007.3629245892
"Beneteau","Oceanis 43","43","USA","Maryland",144900,"2005",52789.7314187756
"Dufour","40","40","Europe","France",97054,"2005",35208.855797143
"Dufour","455","45","Europe","France",139726,"2005",35208.855797143
"Jeanneau","Sun Odyssey 45","45","Europe","Croatia",187063,"2005",11523.2978336217
"Jeanneau","Sun Odyssey 45","45","Europe","Croatia",102034,"2005",11523.2978336217
"Jeanneau","Sun Odyssey 45","45","Europe","Croatia",95961,"2005",11523.2978336217
"Jeanneau","Sun Odyssey 45","45","Europe","Croatia",93532,"2005",11523.2978336217
"Jeanneau","Sun Odyssey 45","45","Europe","France",132402,"2005",35208.855797143
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Greece",251808,"2005",22185.424546109
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Italy",242939,"2005",33257.7698032684
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Italy",236866,"2005",33257.7698032684
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Portugal",267233,"2005",19224.0346513314
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Spain",358335,"2005",26145.8085786196
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Spain",358287,"2005",26145.8085786196
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Spain",301204,"2005",26145.8085786196
"Bavaria","Cruiser 46","46","Europe","Croatia",94770,"2006",12105.4687785422
"Bavaria","Cruiser 46","46","Europe","Croatia",89910,"2006",12105.4687785422
"Bavaria","Cruiser 46","46","Europe","Greece",129000,"2006",23369.1504333202
"Bavaria","Cruiser 46","46","Europe","Greece",127548,"2006",23369.1504333202
"Bavaria","Cruiser 46","46","Europe","Greece",109350,"2006",23369.1504333202
"Bavaria","Cruiser 46","46","Europe","Greece",108112,"2006",23369.1504333202
"Bavaria","Cruiser 46","46","Europe","Greece",103188,"2006",23369.1504333202
"Bavaria","Cruiser 46","46","Europe","Greece",102034,"2006",23369.1504333202
"Bavaria","Cruiser 46","46","Europe","Greece",100820,"2006",23369.1504333202
"Bavaria","Cruiser 46","46","Europe","Greece",99881,"2006",23369.1504333202
"Bavaria","50 Cruiser","49","Europe","Croatia",173094,"2006",12105.4687785422
"Bavaria","50 Cruiser","49","Europe","Croatia",127543,"2006",12105.4687785422
"Bavaria","50 Cruiser","49","Europe","Greece",121470,"2006",23369.1504333202
"Bavaria","50 Cruiser","49","Europe","Greece",117826,"2006",23369.1504333202
"Bavaria","50 Cruiser","49","Europe","Greece",97176,"2006",23369.1504333202
"Bavaria","50 Cruiser","49","Europe","Italy",121470,"2006",33751.7000191328
"Bavaria","50 Cruiser","49","Europe","Italy",115396,"2006",33751.7000191328
"Bavaria","50 Cruiser","49","Europe","Spain",139690,"2006",26762.2672557942
"Beneteau","Cyclades 39.3","39","USA","California",149000,"2006",53738.0917251561
"Beneteau","Cyclades 39.3","39","Europe","Croatia",74115,"2006",12105.4687785422
"Beneteau","Cyclades 39.3","39","Europe","Croatia",72639,"2006",12105.4687785422
"Beneteau","Cyclades 39.3","39","Europe","Greece",71667,"2006",23369.1504333202
"Beneteau","Cyclades 39.3","39","USA","New York",90838,"2006",53738.0917251561
"Beneteau","Cyclades 39.3","39","USA","North Carolina",99000,"2006",53738.0917251561
"Beneteau","Cyclades 39.3","39","Europe","Portugal",99630,"2006",19501.2330070103
"Beneteau","Cyclades 39.3","39","Europe","Turkey",91102,"2006",8074.33402690948
"Beneteau","Oceanis 50","49","Europe","Greece",194359,"2006",23369.1504333202
"Beneteau","Oceanis 50","49","Europe","Greece",194351,"2006",23369.1504333202
"Beneteau","Oceanis 50","49","Europe","Greece",188278,"2006",23369.1504333202
"Beneteau","Oceanis 50","49","Europe","Greece",185858,"2006",23369.1504333202
"Beneteau","Oceanis 50","49","Caribbean","Grenada",189000,"2006",7748.2332057476
"Beneteau","Oceanis 50","49","Europe","Italy",205284,"2006",33751.7000191328
"Beneteau","Oceanis 50","49","Europe","Malta",206498,"2006",18521.638379981
"Beneteau","Oceanis 50","49","Europe","Portugal",224719,"2006",19501.2330070103
"Beneteau","Oceanis 50","49","Europe","Romania",157668,"2006",6873.66072276808
"Beneteau","Oceanis 50","49","Europe","United Kingdom",199781,"2006",43711.1550172471
"Dufour","455","45","Europe","Greece",145764,"2006",23369.1504333202
"Dufour","455","45","Europe","Malta",163984,"2006",18521.638379981
"Jeanneau","Sun Odyssey 45","45","Europe","Croatia",173702,"2006",12105.4687785422
"Jeanneau","Sun Odyssey 45","45","Europe","Croatia",139690,"2006",12105.4687785422
"Jeanneau","Sun Odyssey 45","45","Europe","Croatia",115396,"2006",12105.4687785422
"Jeanneau","Sun Odyssey 45","45","USA","Florida",169000,"2006",53738.0917251561
"Jeanneau","Sun Odyssey 45","45","Europe","Greece",109323,"2006",23369.1504333202
"Jeanneau","Sun Odyssey 45","45","Europe","Greece",103188,"2006",23369.1504333202
"Jeanneau","Sun Odyssey 45","45","Europe","Spain",156696,"2006",26762.2672557942
"Jeanneau","Sun Odyssey 45","45","Europe","Spain",132436,"2006",26762.2672557942
"Jeanneau","Sun Odyssey 45","45","Europe","Spain",132402,"2006",26762.2672557942
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Croatia",179775,"2006",12105.4687785422
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Greece",299771,"2006",23369.1504333202
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Italy",230792,"2006",33751.7000191328
"Bavaria","Cruiser 46","46","Europe","Croatia",133009,"2007",12722.6038831552
"Bavaria","Cruiser 46","46","Europe","Croatia",131795,"2007",12722.6038831552
"Bavaria","Cruiser 46","46","Europe","Croatia",91831,"2007",12722.6038831552
"Bavaria","Cruiser 46","46","Europe","Greece",105705,"2007",24072.7918188691
"Bavaria","Cruiser 46","46","Europe","Italy",115396,"2007",34081.0903298709
"Bavaria","50 Cruiser","49","Europe","Croatia",180382,"2007",12722.6038831552
"Bavaria","50 Cruiser","49","Europe","Croatia",173094,"2007",12722.6038831552
"Bavaria","50 Cruiser","49","Europe","Croatia",108108,"2007",12722.6038831552
"Bavaria","50 Cruiser","49","Europe","Croatia",107486,"2007",12722.6038831552
"Bavaria","50 Cruiser","49","Europe","Croatia",94746,"2007",12722.6038831552
"Bavaria","50 Cruiser","49","Europe","Italy",145769,"2007",34081.0903298709
"Bavaria","50 Cruiser","49","Europe","Italy",133617,"2007",34081.0903298709
"Bavaria","50 Cruiser","49","Europe","Italy",121470,"2007",34081.0903298709
"Bavaria","50 Cruiser","49","Europe","Malta",184634,"2007",19338.4306191148
"Bavaria","50 Cruiser","49","Europe","Spain",182212,"2007",27218.4492597353
"Bavaria","Cruiser 46","46","Caribbean","Saint Lucia",152910,"2007",10178.9679423654
"Beneteau","Cyclades 39.3","39","Europe","Croatia",78955,"2007",12722.6038831552
"Beneteau","Cyclades 39.3","39","Europe","Croatia",72639,"2007",12722.6038831552
"Beneteau","Cyclades 39.3","39","Europe","Croatia",66808,"2007",12722.6038831552
"Beneteau","Cyclades 39.3","39","Europe","France",87458,"2007",36464.9592682158
"Beneteau","Cyclades 39.3","39","Europe","Greece",70452,"2007",24072.7918188691
"Beneteau","Cyclades 39.3","39","Europe","Spain",94746,"2007",27218.4492597353
"Beneteau","Cyclades 39.3","39","Europe","Spain",83814,"2007",27218.4492597353
"Beneteau","Oceanis 40","40","Europe","Greece",95985,"2007",24072.7918188691
"Beneteau","Oceanis 40","40","Europe","Spain",146488,"2007",27218.4492597353
"Beneteau","Oceanis 40","40","Europe","Spain",106562,"2007",27218.4492597353
"Beneteau","Oceanis 40","40","Europe","Turkey",108135,"2007",8414.25350387565
"Beneteau","Oceanis 43","43","Europe","Croatia",115396,"2007",12722.6038831552
"Beneteau","Oceanis 50","49","Europe","Italy",188278,"2007",34081.0903298709
"Beneteau","Oceanis 50","49","USA","Massachusetts",199900,"2007",54299.6172405205
"Beneteau","Oceanis 50","49","Caribbean","Dominican Republic",265000,"2007",5272.86411165654
"Jeanneau","Sun Odyssey 45","45","Europe","Croatia",127576,"2007",12722.6038831552
"Jeanneau","Sun Odyssey 45","45","Europe","Croatia",109350,"2007",12722.6038831552
"Jeanneau","Sun Odyssey 45","45","Europe","Greece",111752,"2007",24072.7918188691
"Jeanneau","Sun Odyssey 45","45","Europe","Italy",145807,"2007",34081.0903298709
"Jeanneau","Sun Odyssey 45","45","Europe","Italy",145764,"2007",34081.0903298709
"Jeanneau","Sun Odyssey 45","45","Europe","Italy",121470,"2007",34081.0903298709
"Jeanneau","Sun Odyssey 45","45","Europe","Italy",120285,"2007",34081.0903298709
"Jeanneau","Sun Odyssey 45","45","Europe","Italy",120255,"2007",34081.0903298709
"Jeanneau","Sun Odyssey 45","45","Europe","Italy",109350,"2007",34081.0903298709
"Jeanneau","Sun Odyssey 45","45","Europe","Spain",109229,"2007",27218.4492597353
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Croatia",278165,"2007",12722.6038831552
"Jeanneau","Sun Odyssey 54 DS","55","Europe","France",267244,"2007",36464.9592682158
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Greece",303674,"2007",24072.7918188691
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Greece",303633,"2007",24072.7918188691
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Spain",325868,"2007",27218.4492597353
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Spain",325539,"2007",27218.4492597353
"Jeanneau","Sun Odyssey 54 DS","55","Caribbean","Trinidad and Tobago",309000,"2007",16717.7825502372
"Jeanneau","Sun Odyssey 54 DS","55","USA","Washington",339500,"2007",54299.6172405205
"Bavaria","40 Cruiser","40","Europe","Croatia",97200,"2008",12980.080450727
"Bavaria","40 Cruiser","40","Europe","Croatia",97162,"2008",12980.080450727
"Bavaria","40 Cruiser","40","Europe","Greece",94746,"2008",23928.5019625017
"Bavaria","40 Cruiser","40","Europe","Greece",91090,"2008",23928.5019625017
"Bavaria","40 Cruiser","40","Europe","Greece",84807,"2008",23928.5019625017
"Bavaria","40 Cruiser","40","Europe","Greece",81385,"2008",23928.5019625017
"Bavaria","40 Cruiser","40","Europe","Greece",72840,"2008",23928.5019625017
"Bavaria","40 Cruiser","40","Europe","Greece",69238,"2008",23928.5019625017
"Bavaria","40 Cruiser","40","Europe","Italy",106893,"2008",33530.3601449597
"Bavaria","Cruiser 46","46","Europe","Croatia",120862,"2008",12980.080450727
"Bavaria","Cruiser 46","46","Europe","Croatia",117826,"2008",12980.080450727
"Bavaria","Cruiser 46","46","Europe","Croatia",91831,"2008",12980.080450727
"Bavaria","Cruiser 46","46","Europe","Germany",151473,"2008",38278.3130082531
"Bavaria","Cruiser 46","46","Europe","Greece",109327,"2008",23928.5019625017
"Bavaria","Cruiser 46","46","Europe","Greece",103249,"2008",23928.5019625017
"Bavaria","Cruiser 46","46","Europe","Italy",144555,"2008",33530.3601449597
"Bavaria","Cruiser 46","46","Europe","Italy",109327,"2008",33530.3601449597
"Bavaria","Cruiser 46","46","Europe","Italy",109323,"2008",33530.3601449597
"Bavaria","Cruiser 46","46","Europe","Turkey",133622,"2008",8376.14924620652
"Bavaria","50 Cruiser","49","Europe","Croatia",226535,"2008",12980.080450727
"Bavaria","50 Cruiser","49","Europe","Croatia",103249,"2008",12980.080450727
"Bavaria","50 Cruiser","49","Europe","Greece",176131,"2008",23928.5019625017
"Bavaria","50 Cruiser","49","Europe","Greece",157911,"2008",23928.5019625017
"Bavaria","50 Cruiser","49","Europe","Greece",133617,"2008",23928.5019625017
"Bavaria","50 Cruiser","49","Europe","Greece",132402,"2008",23928.5019625017
"Bavaria","50 Cruiser","49","Europe","Greece",127526,"2008",23928.5019625017
"Bavaria","50 Cruiser","49","Europe","Italy",193137,"2008",33530.3601449597
"Bavaria","50 Cruiser","49","Europe","Italy",133622,"2008",33530.3601449597
"Bavaria","50 Cruiser","49","Europe","Romania",159878,"2008",8314.23233540343
"Bavaria","50 Cruiser","49","Europe","Spain",182212,"2008",27025.2949432871
"Bavaria","50 Cruiser","49","Europe","Turkey",163984,"2008",8376.14924620652
"Beneteau","Cyclades 39.3","39","Europe","Greece",78955,"2008",23928.5019625017
"Beneteau","Oceanis 40","40","Europe","Croatia",103275,"2008",12980.080450727
"Beneteau","Oceanis 40","40","Europe","Croatia",84786,"2008",12980.080450727
"Beneteau","Oceanis 40","40","Europe","Croatia",82599,"2008",12980.080450727
"Beneteau","Oceanis 40","40","Europe","France",123899,"2008",36354.6586641081
"Beneteau","Oceanis 40","40","Europe","Greece",115396,"2008",23928.5019625017
"Beneteau","Oceanis 40","40","Europe","Greece",95985,"2008",23928.5019625017
"Beneteau","Oceanis 40","40","Europe","Italy",109323,"2008",33530.3601449597
"Beneteau","Oceanis 40","40","USA","Michigan",139000,"2008",53854.1606116578
"Beneteau","Oceanis 40","40","USA","New York",155969,"2008",53854.1606116578
"Beneteau","Oceanis 40","40","Europe","Spain",100820,"2008",27025.2949432871
"Beneteau","Oceanis 40","40","USA","Washington",159000,"2008",53854.1606116578
"Beneteau","Oceanis 43","43","Europe","Greece",133617,"2008",23928.5019625017
"Beneteau","Oceanis 43","43","Europe","Greece",133598,"2008",23928.5019625017
"Beneteau","Oceanis 43","43","Europe","Greece",121457,"2008",23928.5019625017
"Beneteau","Oceanis 43","43","Europe","Greece",95961,"2008",23928.5019625017
"Beneteau","Oceanis 43","43","Europe","Greece",91090,"2008",23928.5019625017
"Beneteau","Oceanis 43","43","Europe","Italy",121470,"2008",33530.3601449597
"Beneteau","Oceanis 43","43","Europe","Italy",115396,"2008",33530.3601449597
"Beneteau","Oceanis 43","43","USA","Mississippi",169000,"2008",53854.1606116578
"Beneteau","Oceanis 43","43","Europe","Spain",163962,"2008",27025.2949432871
"Beneteau","Oceanis 43","43","Europe","Spain",144549,"2008",27025.2949432871
"Beneteau","Oceanis 43","43","Europe","Turkey",188278,"2008",8376.14924620652
"Beneteau","Oceanis 50","49","Europe","Greece",200425,"2008",23928.5019625017
"Beneteau","Oceanis 50","49","Europe","Italy",204077,"2008",33530.3601449597
"Beneteau","Oceanis 50","49","Europe","Turkey",224719,"2008",8376.14924620652
"Jeanneau","Sun Odyssey 45","45","Europe","Italy",121506,"2008",33530.3601449597
"Jeanneau","Sun Odyssey 45","45","Europe","Italy",121470,"2008",33530.3601449597
"Jeanneau","Sun Odyssey 45","45","Europe","Malta",151876,"2008",19948.1713924858
"Jeanneau","Sun Odyssey 50 DS","49","Europe","Greece",249013,"2008",23928.5019625017
"Jeanneau","Sun Odyssey 50 DS","49","USA","Michigan",244900,"2008",53854.1606116578
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Croatia",169815,"2008",12980.080450727
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Croatia",169791,"2008",12980.080450727
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Greece",303674,"2008",23928.5019625017
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Greece",273270,"2008",23928.5019625017
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Greece",261124,"2008",23928.5019625017
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Spain",364409,"2008",27025.2949432871
"Jeanneau","Sun Odyssey 54 DS","55","Europe","United Kingdom",278454,"2008",44060.0030980603
"Bavaria","40 Cruiser","40","Europe","Croatia",95948,"2009",12055.8455905323
"Bavaria","50 Cruiser","49","Europe","Croatia",165351,"2009",12055.8455905323
"Bavaria","50 Cruiser","49","Europe","Croatia",95354,"2009",12055.8455905323
"Bavaria","51 Cruiser","49","Europe","Italy",188278,"2009",31615.2708145085
"Bavaria","51 Cruiser","49","Europe","Italy",157911,"2009",31615.2708145085
"Bavaria","56 Cruiser","54","Europe","Turkey",236866,"2009",7862.87076474477
"Beneteau","Oceanis 40","40","Caribbean","Aruba",155000,"2009",28836.0169548305
"Beneteau","Oceanis 40","40","Europe","Croatia",99605,"2009",12055.8455905323
"Beneteau","Oceanis 40","40","USA","Florida",165000,"2009",51996.1834952422
"Beneteau","Oceanis 40","40","Europe","Italy",109323,"2009",31615.2708145085
"Beneteau","40","40","USA","Washington",159000,"2009",51996.1834952422
"Beneteau","Oceanis 43","43","Europe","Croatia",119024,"2009",12055.8455905323
"Beneteau","Oceanis 43","43","Europe","Croatia",110537,"2009",12055.8455905323
"Beneteau","Oceanis 43","43","Europe","Croatia",106893,"2009",12055.8455905323
"Beneteau","Oceanis 43","43","Europe","Croatia",105679,"2009",12055.8455905323
"Beneteau","Oceanis 43","43","USA","Florida",110900,"2009",51996.1834952422
"Beneteau","Oceanis 43","43","Europe","Spain",115380,"2009",25778.9564650653
"Beneteau","Oceanis 43","43","Europe","Turkey",139690,"2009",7862.87076474477
"Beneteau","Oceanis 50","49","Europe","Turkey",186524,"2009",7862.87076474477
"Jeanneau","Sun Odyssey 50 DS","49","Europe","Croatia",157911,"2009",12055.8455905323
"Jeanneau","Sun Odyssey 50 DS","49","Europe","Croatia",153052,"2009",12055.8455905323
"Jeanneau","Sun Odyssey 50 DS","49","Europe","Croatia",145769,"2009",12055.8455905323
"Jeanneau","Sun Odyssey 50 DS","49","Europe","Croatia",143922,"2009",12055.8455905323
"Jeanneau","Sun Odyssey 50 DS","49","Europe","Greece",266626,"2009",22839.2485386418
"Jeanneau","Sun Odyssey 50 DS","49","Europe","Greece",193137,"2009",22839.2485386418
"Jeanneau","Sun Odyssey 50 DS","49","Europe","Greece",157917,"2009",22839.2485386418
"Jeanneau","Sun Odyssey 50 DS","49","Europe","Greece",151843,"2009",22839.2485386418
"Jeanneau","Sun Odyssey 50 DS","49","Europe","Italy",266019,"2009",31615.2708145085
"Jeanneau","Sun Odyssey 50 DS","49","USA","New York",274500,"2009",51996.1834952422
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Italy",224719,"2009",31615.2708145085
"Jeanneau","Sun Odyssey 54 DS","55","Europe","Turkey",321895,"2009",7862.87076474477
"Jeanneau","Sun Odyssey 50 DS","49","Caribbean","Grenada",220000,"2009",7596.90270609179
"Bavaria","51 Cruiser","49","Europe","Croatia",170057,"2010",11933.0187800985
"Bavaria","51 Cruiser","49","Europe","Greece",166413,"2010",21560.3533533658
"Bavaria","51 Cruiser","49","Europe","Italy",145764,"2010",32058.1739940798
"Bavaria","51 Cruiser","49","Europe","Spain",120255,"2010",25702.3468448149
"Bavaria","51 Cruiser","49","Europe","Spain",106893,"2010",25702.3468448149
"Bavaria","56 Cruiser","54","Europe","Croatia",176131,"2010",11933.0187800985
"Bavaria","56 Cruiser","54","Europe","Greece",242939,"2010",21560.3533533658
"Bavaria","56 Cruiser","54","Europe","Spain",267233,"2010",25702.3468448149
"Bavaria","56 Cruiser","54","Europe","Turkey",255052,"2010",8396.92342026278
"Beneteau","Oceanis 40","40","Europe","Greece",109350,"2010",21560.3533533658
"Beneteau","Oceanis 40","40","Europe","Greece",102034,"2010",21560.3533533658
"Beneteau","Oceanis 40","40","Europe","Greece",100212,"2010",21560.3533533658
"Beneteau","Oceanis 40","40","Europe","Greece",94746,"2010",21560.3533533658
"Beneteau","Oceanis 40","40","USA","New York",170000,"2010",52963.4641697124
"Beneteau","Oceanis 43","43","USA","Connecticut",189000,"2010",52963.4641697124
"Beneteau","Oceanis 43","43","Europe","Croatia",115396,"2010",11933.0187800985
"Beneteau","Oceanis 43","43","Europe","Croatia",103249,"2010",11933.0187800985
"Beneteau","Oceanis 43","43","Europe","Greece",111752,"2010",21560.3533533658
"Beneteau","Oceanis 43","43","Caribbean","Grenada",129000,"2010",7505.71323056547
"Beneteau","Oceanis 43","43","Caribbean","Guatemala",151892,"2010",3606.4234821491
"Beneteau","Oceanis 43","43","Caribbean","Guatemala",133000,"2010",3606.4234821491
"Beneteau","Oceanis 43","43","Europe","Italy",133617,"2010",32058.1739940798
"Beneteau","Oceanis 43","43","Europe","Italy",115396,"2010",32058.1739940798
"Beneteau","Oceanis 50","49","USA","California",250000,"2010",52963.4641697124
"Beneteau","Oceanis 50","49","Europe","Greece",199183,"2010",21560.3533533658
"Beneteau","Oceanis 50","49","Europe","Greece",188285,"2010",21560.3533533658
"Beneteau","Oceanis 50","49","Europe","Greece",163984,"2010",21560.3533533658
"Beneteau","Oceanis 50","49","Europe","Greece",151837,"2010",21560.3533533658
"Beneteau","Oceanis 50","49","Europe","Italy",230802,"2010",32058.1739940798
"Beneteau","Oceanis 50","49","Europe","Spain",218047,"2010",25702.3468448149
"Beneteau","Oceanis 50","49","Europe","Spain",218038,"2010",25702.3468448149
"Jeanneau","Sun Odyssey 50 DS","49","USA","Connecticut",285000,"2010",52963.4641697124
"Jeanneau","Sun Odyssey 50 DS","49","Europe","France",255086,"2010",35638.1215603451
"Jeanneau","Sun Odyssey 50 DS","49","Europe","Italy",236866,"2010",32058.1739940798
"Jeanneau","Sun Odyssey 50 DS","49","Europe","Spain",334042,"2010",25702.3468448149
"Jeanneau","53","53","Europe","Croatia",199818,"2010",11933.0187800985
"Jeanneau","53","53","Europe","Croatia",193144,"2010",11933.0187800985
"Jeanneau","53","53","Europe","France",218645,"2010",35638.1215603451
"Jeanneau","53","53","Europe","Greece",224719,"2010",21560.3533533658
"Jeanneau","53","53","Europe","Greece",199218,"2010",21560.3533533658
"Jeanneau","53","53","Europe","Greece",199210,"2010",21560.3533533658
"Jeanneau","53","53","Europe","Greece",194359,"2010",21560.3533533658
"Jeanneau","53","53","Europe","Greece",194351,"2010",21560.3533533658
"Jeanneau","53","53","Europe","Greece",188278,"2010",21560.3533533658
"Jeanneau","53","53","Europe","Italy",340069,"2010",32058.1739940798
"Jeanneau","53","53","Europe","Portugal",255086,"2010",19670.3610686333
"Jeanneau","53","53","Europe","Turkey",261160,"2010",8396.92342026278
"Jeanneau","53","53","Europe","Turkey",212580,"2010",8396.92342026278
"Jeanneau","53","53","Europe","Turkey",212572,"2010",8396.92342026278
"Bavaria","40 Cruiser","40","Europe","Croatia",119040,"2011",11964.3584426587
"Bavaria","40 Cruiser","40","Europe","Croatia",99630,"2011",11964.3584426587
"Bavaria","40 Cruiser","40","Europe","Croatia",81992,"2011",11964.3584426587
"Bavaria","40 Cruiser","40","Europe","Denmark",160867,"2011",51644.4635097775
"Bavaria","40 Cruiser","40","Europe","France",144549,"2011",36244.1871625918
"Bavaria","40 Cruiser","40","Europe","Germany",123882,"2011",39977.3417095357
"Bavaria","40 Cruiser","40","Europe","Greece",157889,"2011",19400.8077326583
"Bavaria","40 Cruiser","40","Europe","Greece",102060,"2011",19400.8077326583
"Bavaria","40 Cruiser","40","Europe","Greece",91102,"2011",19400.8077326583
"Bavaria","40 Cruiser","40","Europe","Italy",121453,"2011",32229.4567910904
"Bavaria","40 Cruiser","40","Europe","Netherlands",144549,"2011",44869.3129413094
"Bavaria","50 Cruiser","49","Europe","Croatia",230671,"2011",11964.3584426587
"Bavaria","50 Cruiser","49","Europe","Croatia",202854,"2011",11964.3584426587
"Bavaria","56 Cruiser","54","Europe","Croatia",279380,"2011",11964.3584426587
"Bavaria","56 Cruiser","54","Europe","Croatia",253837,"2011",11964.3584426587
"Beneteau","Oceanis 40","40","Europe","Greece",121470,"2011",19400.8077326583
"Beneteau","Oceanis 40","40","Europe","Greece",120285,"2011",19400.8077326583
"Beneteau","Oceanis 40","40","Europe","Greece",108108,"2011",19400.8077326583
"Beneteau","Oceanis 40","40","Europe","Greece",106893,"2011",19400.8077326583
"Beneteau","Oceanis 40","40","Europe","Greece",95961,"2011",19400.8077326583
"Beneteau","Oceanis 40","40","Caribbean","Grenada",110000,"2011",7505.26518609805
"Beneteau","Oceanis 40","40","Caribbean","Grenada",80000,"2011",7505.26518609805
"Beneteau","Oceanis 40","40","USA","Maryland",159900,"2011",53394.8618380061
"Beneteau","Oceanis 40","40","USA","New York",170048,"2011",53394.8618380061
"Beneteau","Oceanis 40","40","USA","South Carolina",129900,"2011",53394.8618380061
"Beneteau","Oceanis 43","43","Europe","Croatia",115396,"2011",11964.3584426587
"Beneteau","Oceanis 43","43","Europe","Greece",115396,"2011",19400.8077326583
"Beneteau","Oceanis 43","43","Caribbean","U.S. Virgin Islands",129000,"2011",43320.176769501
"Beneteau","Oceanis 50","49","Europe","Croatia",176138,"2011",11964.3584426587
"Beneteau","Oceanis 50","49","Europe","France",205292,"2011",36244.1871625918
"Beneteau","Oceanis 50","49","Europe","Greece",185856,"2011",19400.8077326583
"Beneteau","Oceanis 50","49","USA","Hawaii",275000,"2011",53394.8618380061
"Beneteau","Oceanis 50","49","Europe","Sweden",309582,"2011",49539.9726076492
"Beneteau","Oceanis 50","49","Europe","Turkey",224728,"2011",9201.33726059829
"Beneteau","Oceanis 50","49","Caribbean","Antigua and Barbuda",185000,"2011",15684.7813912039
"Dufour","455","45","Europe","France",170101,"2011",36244.1871625918
"Dufour","455","45","Europe","Malta",170101,"2011",20566.4277747482
"Hanse","445","44","Europe","Italy",181036,"2011",32229.4567910904
"Hanse","445","44","Europe","Spain",193186,"2011",25402.6050717462
"Jeanneau","Sun Odyssey 409","40","Europe","Greece",129235,"2011",19400.8077326583
"Jeanneau","Sun Odyssey 409","40","Europe","Greece",109350,"2011",19400.8077326583
"Jeanneau","Sun Odyssey 409","40","Europe","Greece",103275,"2011",19400.8077326583
"Jeanneau","Sun Odyssey 409","40","Europe","Greece",84421,"2011",19400.8077326583
"Jeanneau","Sun Odyssey 409","40","Europe","Greece",84410,"2011",19400.8077326583
"Jeanneau","Sun Odyssey 409","40","Europe","Italy",143334,"2011",32229.4567910904
"Jeanneau","Sun Odyssey 409","40","Europe","Netherlands",156696,"2011",44869.3129413094
